Id,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Input,Label
1419,0.11316+0.67926i,-0.05247+0.16197i,-0.89801-0.43763i,-0.13007-0.089855i,1.3186-0.34431i,-0.67428-0.54334i,0.32831+1.3045i,-0.32773-1.2755i,0.3372+1.2488i,0.5414-0.68027i,0.18235+0.049236i,0.13595+0.075497i,-0.42746+0.90702i,0.52429-0.72i,-0.40702+0.89248i,0.52836-0.66177i,-0.42807+0.92011i,-0.93526-0.42614i,0.6931+0.51156i,-0.9472-0.39554i,0.69065+0.53599i,-0.07459+0.20073i,0.52034-0.71365i,0.13359+0.064724i,-0.39999+0.91086i,0.55923-0.7115i,0.19079+0.045457i,0.20856+0.058681i,0.12592+0.057356i,-0.44795+0.93385i,-0.28616-1.258i,0.055618-0.17285i,0.91294+0.46144i,-0.43224+0.9012i,-0.27993-1.2572i,-0.52605+0.675i,0.41126-0.9171i,0.029423-0.16932i,-0.51144+0.66112i,1.275-0.30488i,0.13947+0.069717i,-0.45595+0.87499i,-0.91641-0.46304i,0.42109-0.89605i,0.082621-0.15959i,-0.54792+0.6492i,-0.18435-0.081448i,-0.15833-0.06824i,1.2779-0.29621i,0.12184+0.045394i,-0.64593-0.52543i,0.93909+0.46014i,-0.71098-0.51746i,-0.5413+0.68131i,0.4264-0.90265i,0.89657+0.42753i,-1.2797+0.32619i,-0.17663-0.037516i,0.68381+0.51685i,-0.32342-1.2727i,0.060948-0.1355i,0.035116-0.16646i,0.051793-0.12016i,0.29247+1.302i,0.47645-0.68409i,0.17856+0.024733i,0.14961+0.078337i,-1.3127+0.33706i,1.2943-0.35098i,-0.65871-0.52844i,0.87136+0.43788i,0.15321+0.058576i,-0.44165+0.91219i,-0.93494-0.43874i,0.63401+0.50145i,-0.9374-0.4677i,0.68666+0.52363i,-0.058674+0.18379i,-0.083103+0.17453i,0.52605-0.68663i,-0.67123-0.55129i,0.32047+1.2853i,-0.024701+0.19893i,-0.3199-1.3126i,-0.56851+0.68952i,1.2904-0.26311i,-0.4523+0.8976i,-0.30122-1.2685i,-0.53652+0.6809i,0.67637+0.51027i,-0.050452+0.17211i,-0.91763-0.44933i,0.44874-0.92264i,-0.49203+0.7556i,1.2509-0.30837i,-1.2457+0.27717i,0.45487-0.93262i,-0.52282+0.67081i,-0.13509-0.071708i,0.40901-0.92301i,0.20811+0.55525i,1
1420,-0.70512+0.11635i,0.43462-0.93248i,0.91313+0.45849i,0.1734+0.086829i,-1.313+0.35619i,0.68965+0.54191i,-0.084041+0.15811i,-0.3011-1.2881i,0.89858+0.44902i,-0.66266-0.55181i,0.89851+0.42266i,-1.3045+0.3178i,1.2714-0.32048i,-0.64922-0.54552i,0.30103+1.2919i,0.51737-0.6537i,-0.42523+0.90042i,0.53228-0.66629i,-1.3024+0.32509i,1.2762-0.29047i,-0.42095+0.90872i,-0.32638-1.2283i,0.30894+1.2657i,-0.012529+0.12851i,-0.063401+0.11524i,-0.88919-0.4426i,-0.19315-0.033256i,0.70721+0.53153i,-0.32326-1.3087i,0.95218+0.40326i,-0.65737-0.50195i,0.91691+0.43592i,-0.66037-0.481i,-0.54802+0.69429i,-0.19286-0.082266i,-0.17993-0.057686i,0.65945+0.53052i,0.5435-0.68155i,0.18662+0.03877i,0.15227+0.067768i,-0.44779+0.96328i,0.54392-0.67401i,-0.43641+0.93593i,-0.098262+0.18091i,0.50978-0.69878i,-0.678-0.49573i,0.87294+0.46103i,-0.67209-0.50694i,-0.50048+0.7069i,0.43746-0.9195i,0.91684+0.43029i,-0.4753+0.91611i,0.55254-0.70401i,-0.68255-0.51594i,0.06183-0.12938i,0.88863+0.42393i,0.17353+0.027713i,-1.2839+0.31791i,0.68456+0.50338i,0.51975-0.69817i,-1.2721+0.28785i,0.45059-0.92864i,0.87345+0.4651i,0.13587+0.053798i,-0.67631-0.52546i,0.33807+1.2629i,-0.88067-0.45707i,0.68431+0.48619i,-0.038443+0.17032i,-0.91255-0.45849i,0.42189-0.92863i,-0.55744+0.69781i,0.71295+0.53829i,-0.32668-1.2615i,0.92346+0.41781i,-0.45105+0.94077i,-0.93583-0.46228i,0.43272-0.92029i,-0.5265+0.66658i,0.67443+0.53374i,-0.050561+0.15997i,-0.9174-0.43729i,-0.16592-0.063462i,0.40889-0.89453i,0.073304-0.19701i,0.081943-0.18134i,0.11118-0.17765i,0.28555+1.2657i,-0.34881-1.265i,-0.53597+0.68469i,-0.14395-0.034069i,1.2857-0.31881i,0.15242+0.064112i,-0.44205+0.9106i,-0.026293+0.17498i,-0.9173-0.41857i,-0.16599-0.032799i,0.42092-0.90767i,0.061208-0.093736i,0.92364+0.46082i,-0.54879+0.17291i,1
1421,0.0070406+0.4582i,0.42465+0.14325i,-1.306-0.22636i,0.089159-0.10881i,0.03798-0.27077i,0.75793+0.216i,-0.23034-0.67763i,0.94802+0.22367i,-1.4279-0.2228i,0.54477-0.62098i,0.33412+0.20606i,0.20395+0.25093i,0.10546+1.1462i,0.40069-1.1558i,-0.79093+0.67875i,0.31134+0.58199i,0.40482-0.071217i,-0.82135-0.97948i,0.645-0.29695i,0.50439+0.97369i,-0.31662+0.6946i,0.16763-1.2801i,-0.55512+0.24446i,-0.096204-0.6861i,1.2304+0.87237i,-1.6189+0.25558i,0.96741-0.57999i,-0.62055-0.20764i,1.118+0.12395i,-0.15409+0.95348i,-0.91663-0.45985i,0.5502-0.12097i,-0.18685+0.69087i,0.98237-0.71452i,-0.29622+0.81999i,-0.86998-0.41938i,0.38241+0.49351i,0.22824+0.050155i,-0.054174+0.64225i,-0.80205-1.0936i,-0.12922+0.82799i,-0.38233-0.084467i,0.26173-1.0547i,0.22927+0.75567i,-0.47008-0.20335i,0.16267+0.40334i,0.024623+0.20934i,-0.50424-1.2185i,0.34836+0.54889i,-0.17706+0.16805i,0.50021+0.38827i,0.64743-0.75103i,-0.79075-0.11035i,0.59874+0.27983i,-0.40619-0.050765i,0.75889-0.32371i,-0.75349-0.099302i,0.58148+1.3659i,-0.85058-0.58384i,-0.22287-0.68052i,0.62274+0.056841i,-0.56262+0.047826i,-0.097698-0.088548i,0.025014+0.52515i,-0.18274-0.30589i,0.82815+0.60731i,-0.67675-1.1312i,0.54564-0.10065i,-0.10381+0.59189i,-1.1603+0.09403i,1.2304-0.98775i,-0.36864-0.50923i,-0.81549+1.0205i,1.8224-0.3535i,-0.21404+0.34092i,0.089278+0.41397i,-0.86024-1.2536i,-0.0052608+1.4157i,0.90891-1.0562i,-0.73701-0.59387i,-0.26227+0.34906i,0.71754+1.4411i,-0.49952-1.157i,1.1803+0.22195i,-1.0123+0.66225i,0.49037-1.1909i,0.4863+0.96818i,-0.37871+0.39531i,0.079467-0.31697i,-0.39133+0.28658i,-0.70568-0.62113i,-0.34377+0.16622i,1.8632-0.33379i,-0.37027+0.98886i,-1.3501-0.22456i,1.0572-0.81598i,-0.34568-0.098971i,-0.49624+0.61879i,-0.097474-0.55343i,1.4979-0.10372i,-0.83818+0.26621i,3
1422,-0.13959-0.0036925i,0.72065+0.48157i,-1.3614-0.53678i,0.71614-0.60711i,-0.64021+0.48301i,0.51313+0.91707i,-0.35432-1.3817i,0.13777-0.64248i,-0.78165+1.052i,0.57712-0.87557i,-0.1153+0.87301i,0.98895+0.025274i,0.22917+0.020121i,-0.52472+1.0653i,-0.44528-1.6325i,0.9621+0.96908i,-1.3185+0.2537i,0.99091+0.25205i,-0.48242-1.5167i,-0.20854+1.4788i,0.35325-0.96663i,0.51045-0.30177i,-0.058602+0.31155i,-0.90237-0.1805i,0.33557+0.70489i,0.055991+0.22648i,-0.90912-0.75278i,0.71798+0.15061i,1.0758-0.31576i,-1.0752+0.051558i,0.78045+0.71258i,-0.50153-0.20209i,0.20747-0.64607i,0.6082+0.0028111i,-0.33709+0.46235i,0.54051+0.078354i,0.17114+0.4202i,0.10225-0.64513i,-0.32012-0.066785i,0.99243+0.26593i,0.22076+0.088249i,0.02161+0.49742i,-0.5918+0.42563i,-0.42106-1.2548i,0.43438+1.1747i,0.55197-0.34854i,-1.5019+0.049467i,0.07124-0.19026i,0.51059-0.99162i,0.69395+0.23398i,-0.095187+1.1566i,0.14814-0.81902i,0.18835+0.31881i,-0.68763+0.38905i,0.1178-0.66872i,-0.66766+0.4805i,0.26446+0.50814i,0.63349-0.96583i,-0.82521+0.082456i,0.37277+0.75402i,-0.27024-0.84326i,1.0659+0.3863i,-0.83302+0.026645i,0.52215+0.35797i,-0.14153-0.80125i,-0.18294+0.78464i,0.094748+0.18702i,-0.33121-0.36059i,0.84048-0.45162i,-0.74787+0.16014i,-0.67789+0.54121i,0.45567+0.12711i,0.34939-0.97225i,0.24259-0.23039i,0.0027297-0.21585i,-0.21059+0.4023i,-0.16209-0.70952i,0.39438+0.79077i,-0.26735-0.41743i,-0.028862-0.054257i,0.2751-0.45794i,-0.16441-0.61003i,-0.20357+0.95383i,-0.56303+0.24305i,1.2924-0.63527i,-0.73125-0.62072i,-0.4456+0.50117i,1.3055-0.2448i,-0.82822-0.10539i,0.58424-0.22314i,0.65597+0.33017i,0.34907-0.11482i,0.068478+0.27287i,-0.95203+0.11202i,0.041704-0.57995i,0.28581+1.0806i,-0.59349+0.051172i,-0.18033+0.012117i,0.58222-1.0586i,-0.72186+0.68363i,0.43769-0.26353i,3
1423,-0.17821-0.67873i,0.90914+0.43598i,-0.44164+0.91783i,-0.30765-1.2723i,-0.5518+0.69309i,0.47862-0.92047i,-0.55361+0.69122i,0.64998+0.52634i,-0.056071+0.16765i,0.51385-0.70128i,-1.2895+0.30307i,0.68024+0.48247i,-0.053864+0.15427i,-0.92896-0.42855i,-0.18654-0.093464i,0.69223+0.51702i,-0.88706-0.43126i,0.69404+0.51395i,-0.88524-0.42317i,-0.1661-0.097121i,1.3297-0.33134i,0.19294+0.062314i,-0.45279+0.93359i,-0.91369-0.44518i,-0.18641-0.082372i,1.2987-0.31603i,-0.41391+0.90701i,-0.9183-0.41615i,0.47535-0.90997i,-0.50715+0.69451i,0.6697+0.53821i,-0.3097-1.2549i,0.042688-0.1507i,0.068788-0.11928i,0.30731+1.2863i,-0.88877-0.46077i,1.2837-0.33885i,-0.67594-0.51927i,0.047978-0.14165i,0.91304+0.44602i,-1.3294+0.31402i,0.40871-0.90504i,-0.54879+0.69877i,0.44716-0.86628i,0.90048+0.45033i,-0.42746+0.91484i,-0.31231-1.2285i,-0.51016+0.64424i,1.2763-0.31144i,-0.63504-0.53673i,0.88476+0.42423i,-1.2675+0.3234i,0.67941+0.52818i,0.5116-0.66963i,0.19128+0.054619i,-1.2599+0.31678i,0.68273+0.52657i,0.52113-0.66161i,-0.68494-0.52855i,0.89544+0.46407i,-0.70948-0.52644i,-0.51879+0.68856i,-0.14392-0.06178i,-0.14569-0.066267i,0.64585+0.53822i,-0.32229-1.3007i,0.29474+1.2467i,0.5505-0.68692i,-0.427+0.90703i,-0.054178+0.14594i,-0.91906-0.41442i,0.67766+0.50532i,0.56469-0.64064i,-1.2796+0.34753i,0.43182-0.9561i,0.33507+1.274i,0.52097-0.7124i,0.16903+0.051262i,-1.2916+0.35312i,0.72761+0.56883i,-0.05545+0.14816i,0.5345-0.69497i,-0.68181-0.52307i,0.13579-0.16146i,0.90427+0.41775i,0.15542+0.091799i,-1.2387+0.30394i,-0.14463-0.043528i,0.69718+0.53595i,-0.8889-0.42933i,0.39876-0.93816i,0.28452+1.2858i,-0.065435+0.15343i,-0.93143-0.4212i,0.42667-0.92815i,-0.52564+0.70787i,0.43399-0.8968i,0.34884+1.2833i,0.51734-0.66266i,-0.69146-0.50391i,0.21272+0.53525i,1
1424,-0.44569-0.60755i,0.11448+0.50211i,-0.73129+0.10846i,1.2273+0.35817i,-0.6365+0.26605i,-0.91081-0.43769i,0.32805-0.82543i,0.60111+1.3621i,0.2155-0.14547i,-0.52902-1.4055i,1.205+0.55994i,-0.97148-0.7488i,0.95788+0.96896i,-0.20509+0.51325i,-0.86706-0.99004i,0.57672+1.3627i,-0.59604-0.71722i,0.70124+0.51276i,0.24085-0.20462i,-1.5874+0.063312i,0.93342+0.71338i,-0.60487-0.71324i,0.20079-0.38092i,-0.53745+0.68172i,1.0064-0.83021i,-1.3758+0.57302i,0.76927+0.092009i,0.056804+0.68857i,0.72752-0.98052i,-1.1724-0.37181i,-0.5398+0.52946i,0.051373-0.44467i,0.51327-0.23898i,-0.25018+0.34309i,-0.098973-0.0037933i,-0.40318-0.34001i,1.2977+0.26194i,-0.75716-1.0038i,0.036426+1.4321i,1.0719-0.72529i,-0.78105-0.021367i,-0.8845+0.44295i,0.44145-0.19016i,0.4696-0.81171i,-0.72869+0.39334i,1.0358+0.67212i,-0.4782-0.72384i,0.31704-0.47i,0.54269+0.18483i,-0.229-0.23489i,-0.51152-0.029745i,0.76443+0.31577i,0.71494-0.058843i,-1.1931-0.32164i,-0.035215-0.17877i,-0.021278-0.16808i,0.96226-0.037676i,-0.97835+0.88747i,-0.31034-0.64035i,0.78214-0.66775i,-0.69458+1.0246i,1.3846-0.62616i,-0.77499-0.063823i,-0.90941+0.44009i,0.82723+0.08936i,-0.42203-0.21343i,0.058227+0.60947i,0.23592+0.40675i,0.14416-0.1683i,-0.66772+0.25811i,-0.15034+0.13128i,0.30703-1.326i,-0.15022+0.24923i,1.0835+0.088137i,-0.71471+0.59999i,0.24053-0.30201i,-0.32016-0.24679i,0.5171+0.83026i,-1.0303+0.04784i,-0.2845-0.61907i,0.25668+0.14276i,-0.72687+0.09667i,1.4145-0.053155i,-0.95986+0.00809i,-0.079348-0.048036i,-0.20157-0.68127i,0.11932+0.48699i,0.41517+0.91441i,-0.089006+0.21495i,-0.43937-1.6901i,0.59825+0.72114i,0.23031+0.65765i,-1.3838-0.22037i,1.4323-0.033528i,0.38434-0.21845i,-0.81804-0.06778i,1.0296+0.089869i,-0.54948+1.2153i,-0.46077-0.039271i,-0.013863-0.87772i,0.086359+0.25584i,2
1425,-0.70112+0.13014i,0.45274-0.91969i,0.90611+0.43115i,-0.4592+0.89192i,-0.081214+0.15716i,-0.87559-0.42079i,0.43842-0.89208i,-0.53918+0.67446i,0.4339-0.94199i,0.95018+0.44965i,0.11332+0.050511i,-1.2915+0.34084i,0.67223+0.54158i,-0.91244-0.44878i,1.311-0.34973i,0.1999+0.058931i,-0.64447-0.52788i,0.08128-0.20786i,0.34013+1.2604i,-0.055869+0.14955i,-0.073687+0.16729i,0.51572-0.67566i,0.14959+0.12264i,-0.45877+0.87203i,-0.080121+0.14755i,-0.28725-1.277i,0.070476-0.16253i,0.93292+0.46811i,-0.67658-0.56187i,0.30732+1.2319i,-0.30051-1.3178i,-0.53279+0.69045i,0.68837+0.53982i,-0.051315+0.14063i,-0.060874+0.14187i,0.47377-0.681i,0.15968+0.082535i,0.14161+0.088126i,0.1343+0.09595i,-0.42289+0.92667i,-0.93091-0.47347i,-0.15335-0.11511i,-0.16177-0.069514i,0.42598-0.94809i,-0.50666+0.67288i,0.68612+0.5594i,-0.078403+0.16494i,-0.015947+0.16104i,-0.049712+0.13823i,-0.07005+0.18226i,-0.3122-1.2978i,-0.55867+0.68061i,1.2675-0.36434i,-0.46646+0.90081i,-0.080364+0.16098i,-0.31807-1.2682i,0.053269-0.13735i,-0.46624+0.64707i,0.4094-0.88902i,0.076886-0.16435i,0.069476-0.14276i,0.89005+0.43065i,-0.41487+0.90625i,0.52218-0.65577i,-0.45185+0.91615i,-0.88656-0.42775i,-0.16693-0.047867i,1.322-0.3272i,-0.69981-0.50783i,-0.53941+0.68455i,1.282-0.31521i,-1.2637+0.29423i,0.39347-0.92914i,0.92283+0.4353i,-0.68254-0.54203i,0.31701+1.2573i,-0.93272-0.42117i,-0.18314-0.058259i,0.45774-0.93049i,0.052885-0.13735i,0.33509+1.2714i,0.54944-0.68454i,0.17411+0.060855i,-0.48093+0.93822i,-0.31261-1.2705i,-0.49368+0.65304i,0.46201-0.92368i,0.32373+1.2826i,-0.29183-1.2847i,0.10952-0.14334i,-0.54122+0.72414i,0.42496-0.91326i,0.85581+0.442i,-1.2731+0.30237i,0.67029+0.5228i,-0.32043-1.2981i,0.08762-0.17832i,0.94285+0.44555i,0.17615+0.067577i,-1.2774+0.29105i,0.55369-0.16691i,1
1426,-0.40588-0.57902i,0.72824+0.37149i,0.036072+0.026939i,0.44255+0.31132i,-1.3001-0.29709i,0.99322+0.64409i,0.039918+0.164i,-0.35223-0.077629i,-0.026799+0.058127i,-0.50572-0.83911i,0.45957+0.71866i,0.22672-0.28922i,0.6973-0.071017i,0.20197+0.072394i,-1.4566+0.016072i,0.52717-0.24714i,-0.12911+0.94456i,-0.90335-0.44175i,0.4451-0.19719i,-0.02763-0.024845i,1.2217-0.25625i,-0.98557+0.95991i,0.64242-0.99488i,-0.56538-0.5235i,-0.7592+0.94039i,0.60371-1.2176i,-0.44886+0.56538i,0.71192+0.38893i,-0.49886-0.84892i,0.77534+0.36601i,0.46193+0.30411i,-0.16198+0.48599i,-0.59686-1.3623i,-0.44279+0.5128i,0.92481+0.0093416i,-1.1935+0.26381i,0.33377-0.83942i,0.87535+1.0162i,-0.81069-0.3241i,-0.43619-0.30942i,0.78175-0.61345i,-1.0509+0.74507i,1.7243-0.39877i,-0.82271-0.018069i,1.0658+0.11278i,0.23584+0.082614i,-0.9448+0.95472i,0.022083-0.87361i,0.51271+0.83078i,-0.64506+0.26391i,-0.60242-0.7656i,1.0203+0.67931i,-0.61052-1.3631i,-0.7191+0.9073i,0.55067+0.40727i,0.49333+0.017887i,-0.61532+0.2838i,0.26348+0.37505i,0.67863-0.93824i,-0.80585-0.05159i,-0.87853+0.38012i,0.13943+0.15919i,0.37395-0.73169i,1.0457+0.11155i,-1.4262+0.082383i,-0.069488-0.11151i,1.1471-0.31791i,-0.34119+0.75992i,0.13211-0.92564i,-0.4776-0.0032916i,0.078876+0.44142i,0.18428-0.40643i,-0.13365+0.96663i,-0.13914+0.055942i,0.68607-1.0083i,0.16896+0.0018279i,-0.58244-0.50753i,0.10671-0.21527i,0.28458+1.0725i,-0.12758-0.52526i,-0.84555+0.42402i,0.90888+0.71015i,-0.59924-0.70545i,0.096751-1.0725i,1.2445+0.57215i,-1.07+0.29352i,-0.32752+0.33556i,0.36792-0.76555i,-0.21023+0.26607i,-0.42554-0.27777i,0.75955+1.0315i,-0.56674-0.69596i,0.6789+0.4909i,-0.25965+0.53836i,-0.41408-1.7173i,1.246+0.55671i,-0.96932+0.95876i,-0.66359-0.82608i,0.27964+0.072842i,1.2144-0.22204i,-0.74919+0.25632i,2
1427,-0.17459-0.96911i,-0.44087+0.49709i,-0.0247+0.52953i,0.45826-0.096472i,-0.42063-0.18245i,0.020575+0.63017i,-0.66109-0.78355i,0.42439-0.87306i,-0.6791+0.8808i,0.052265-0.47072i,0.64845+0.37506i,-0.74374-0.47601i,-0.40729+0.20706i,0.30236-0.87716i,-0.14249+0.87235i,1.1054-0.20075i,-0.5389+0.20922i,0.61295-0.050752i,-0.26878-0.1247i,0.30523-0.30078i,0.19794-0.043836i,0.54412+0.26045i,-0.84229-0.060895i,0.78885+0.48661i,-1.1776+0.36034i,0.077761-0.37052i,-0.44374-0.32292i,0.41051-0.87522i,-0.15893+0.16756i,-0.27704+0.21133i,0.67358+0.37218i,-0.74041-0.45629i,0.1545-0.50117i,0.11925+0.46523i,0.68847+0.45625i,0.17876-0.80435i,-0.27913+1.3822i,0.69791-0.90473i,-0.13657-0.19329i,-0.73589+0.50622i,0.45836-0.80004i,0.15592-0.1159i,-0.25745+1.2715i,0.35439-0.64674i,0.35518-0.36887i,-0.62637+1.0924i,0.23619+0.3652i,-0.96479-0.93179i,0.14185-0.48995i,1.0077-0.028233i,-0.19778-0.274i,0.59994+0.81775i,-1.2872-0.30724i,0.64652+0.36382i,0.26298-0.30005i,-0.66144-0.49502i,0.69086-0.27897i,0.88692+0.43378i,-0.54556-0.50359i,-0.67802+1.0517i,-0.019274-0.9782i,0.15038+1.099i,-0.35596-1.1555i,1.1132+0.62561i,0.35269-0.23717i,-0.57415+1.2013i,0.44166-0.56097i,-1.2989-0.23772i,0.40673-0.91222i,0.20999+0.43793i,-0.083827-0.6886i,-0.46989+0.53397i,0.52076-0.2412i,0.39136+0.25198i,0.46133+0.25837i,-0.40523-0.7272i,-0.64996+1.0066i,0.73775-0.47772i,-0.4055-0.86017i,-0.049133+0.78264i,-0.34114+0.3594i,1.119-0.19074i,-1.0062-0.69084i,0.999-0.014552i,-0.58851-0.57004i,0.067952-0.19605i,-0.33904+1.165i,0.62903-1.1182i,-1.0529+0.72301i,0.40885-0.17918i,-0.047094-0.018714i,0.67057+0.49331i,-0.46189-0.73509i,0.39489+0.19845i,0.10083+0.040981i,-0.068072+1.0392i,-0.42179-1.7495i,0.58268+0.67903i,-1.2044+0.26554i,0.32149-0.88302i,0.42893+0.40135i,2
1428,-0.102-0.46058i,-0.84215+0.34076i,0.94267-0.94937i,-0.13483+1.0565i,-0.18342-0.61215i,-0.37209+0.453i,0.681-0.78823i,-0.069251-0.23274i,0.13749+1.0013i,0.029596-0.41051i,-0.11442-0.91518i,-0.0003181+1.5883i,-0.63139-0.74568i,0.93581-0.46985i,-0.32611-0.085366i,0.54581+0.80529i,-0.26701+0.19273i,0.10457+0.27436i,-1.0509-0.3076i,0.15645-0.13573i,0.61398+0.51392i,-0.37855-0.11607i,-0.3466-0.70373i,0.1622+1.1157i,-0.13093-1.4908i,0.29066+0.29379i,-0.42051+0.70798i,0.012266-0.16591i,0.67558-0.30357i,-1.088+0.5796i,0.46597+0.18722i,-0.32519-0.31195i,0.14742+0.42402i,0.53473-0.8316i,0.18769+0.34195i,-1.1224+0.30287i,0.33205-0.26626i,-0.019111+0.3159i,-0.59602+0.015218i,0.79781+0.096402i,-0.25605+0.16394i,0.042475-0.40339i,-0.81733+0.026919i,1.4005+0.10503i,-0.60589-0.67427i,-0.063399+0.90958i,-0.34044-0.38314i,0.1351+0.86269i,-0.26181-1.6204i,1.32+0.71006i,-1.1738-0.26578i,-0.098436-0.49589i,0.067957+1.2767i,-0.18031-0.99793i,0.084571+0.50349i,0.32095+0.28469i,0.47896+0.19721i,-1.261+0.15198i,0.081534-1.2143i,0.61777+0.49121i,-0.13374-0.93266i,0.15267+0.88749i,0.43505-0.2042i,0.33841+0.48563i,-0.24956-0.91648i,-0.72214+0.40615i,0.13782+0.36198i,0.56283-0.10809i,-0.26275+0.093999i,-0.90854-0.33241i,0.98178+0.65644i,0.56166-0.24559i,-1.1516+0.050537i,1.0839+0.26393i,-1.1511-0.72813i,1.3056+0.24632i,-0.66622-0.27826i,-0.11649-0.27218i,0.21122+1.083i,0.236+0.40338i,0.27785-0.62615i,-0.75169-0.24895i,0.064645+1.0523i,0.84743-0.51204i,-0.9276+0.45282i,0.014315-0.92316i,-0.22869+1.0561i,-0.77916-0.60165i,1.3277+0.41649i,-1.1968-0.41188i,0.75059+0.25041i,-0.73689-0.41198i,0.62083+0.45824i,0.73523-0.5339i,-0.34652+0.4726i,0.033668+0.86991i,0.40627-0.86413i,-0.64302+0.836i,0.0047179-1.1258i,0.83598+0.4241i,-0.58397+0.20738i,3
1429,-0.72961+0.11382i,0.73827+0.56264i,0.56227-0.68514i,0.1678+0.050856i,-0.61913-0.58511i,0.061466-0.16613i,0.072041-0.15644i,0.059345-0.1588i,0.29474+1.256i,-0.89444-0.42921i,0.65697+0.50022i,-0.090691+0.1376i,-0.06643+0.15938i,-0.29207-1.3252i,0.29149+1.2395i,-0.078179+0.12744i,-0.91852-0.39573i,1.3008-0.31157i,-0.68658-0.52242i,-0.49402+0.69901i,-0.14823-0.061654i,1.2773-0.35946i,-0.41144+0.92533i,-0.098683+0.19496i,0.52291-0.66253i,-1.3026+0.30762i,0.39365-0.90802i,-0.50797+0.67128i,1.2746-0.29116i,-0.66343-0.48717i,0.29336+1.2661i,-0.89225-0.4222i,-0.17741-0.092997i,-0.19024-0.11366i,0.41935-0.92385i,0.061246-0.15997i,0.92312+0.41506i,-0.44192+0.9228i,-0.061667+0.13534i,-0.03179+0.14437i,0.51881-0.66459i,-1.2736+0.34368i,0.40677-0.87165i,0.88861+0.45705i,0.14821+0.052753i,-0.69379-0.56549i,0.044229-0.21041i,0.8913+0.41785i,-0.45376+0.92028i,0.56489-0.66513i,-1.2928+0.31585i,0.41188-0.89463i,0.35431+1.2659i,0.52719-0.69667i,0.14569+0.065272i,-0.45895+0.92293i,-0.96274-0.41315i,1.2689-0.28431i,-1.2544+0.34916i,1.3371-0.31777i,-1.2542+0.31485i,-0.15402-0.064202i,-0.16844-0.062622i,-0.17314-0.070012i,1.2499-0.33628i,-0.68808-0.50999i,0.10377-0.13117i,0.087181-0.13853i,0.021376-0.19527i,-0.50415+0.68014i,-0.12906-0.078458i,0.41892-0.91489i,0.87487+0.41249i,-0.47399+0.92451i,0.54186-0.72607i,-0.45075+0.92543i,0.49693-0.71026i,-0.70647-0.53531i,0.32507+1.2591i,-0.35437-1.2704i,0.31194+1.2886i,0.52354-0.68957i,-1.2875+0.28647i,0.67811+0.51106i,-0.012214+0.21449i,-0.28039-1.2911i,0.11642-0.12727i,0.88421+0.40075i,-0.45646+0.8626i,0.53291-0.6831i,0.13077+0.088197i,-0.43104+0.88755i,-0.94581-0.41652i,-0.17113-0.05991i,1.2668-0.31222i,-0.67938-0.54025i,0.039052-0.18128i,0.31661+1.3069i,-0.34098-1.2054i,0.944+0.45422i,-0.56979+0.20651i,1
